comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
"4. ""You better watch your back in this game, or else I'll make sure you never enjoy gaming again.""",1,0,0,1,0,0
"5. ""Cross me one more time and you'll regret it, both in this game and in real life.""",1,0,0,1,0,0
1. I'll make sure you regret crossing me.,1,0,0,1,0,0
"2. Watch your back, or else you'll pay dearly.",1,0,0,1,0,0
"3. You're playing with fire, and you'll get burned.",1,0,0,1,0,0
"4. Keep it up, and you'll face the consequences.",1,0,0,1,0,0
5. I'll make sure you suffer for what you've done.,1,0,0,1,0,0
1. I'll break your legs if you cross me.,1,0,0,1,0,0
"2. Watch your back, or you might end up in a hospital bed.",1,0,0,1,0,0
3. I'll make sure you regret ever messing with me.,1,0,0,1,0,0
"4. Keep it up, and you'll be seeing stars from a hospital bed.",1,0,0,1,0,0
5. I'll make you wish you were never born.,1,0,0,1,0,0
"""If you don't shut up, then I'll make sure you regret ever opening your mouth.""",1,0,0,1,0,0
"""Watch your back, karma has a way of catching up to those who betray others.""",1,0,0,1,0,0
"""Don't be surprised if your luck starts running out soon.""",1,0,0,1,0,0
"""It's not a threat, just a friendly reminder to be careful who you trust.""",1,0,0,1,0,0
"1. ""I'll find out where you live and make sure you regret beating me in this game.""",1,0,0,1,0,0
"2. ""If you don't stop camping, I'll make sure you never play this game again.""",1,0,0,1,0,0
"3. ""I'll hack your account and delete all your progress if you don't back off.""",1,0,0,1,0,0
"4. ""I hope you enjoy being reported and banned for cheating, because it's happening.""",1,0,0,1,0,0
"5. ""Keep talking trash and I'll make sure you never speak in this game again.""",1,0,0,1,0,0
"1. ""I'll make sure you regret crossing me.""",1,0,0,1,0,0
"2. ""Keep it up and you'll see what happens next.""",1,0,0,1,0,0
"3. ""You're playing with fire, be ready to get burned.""",1,0,0,1,0,0
"4. ""Watch your back, I'm not done with you yet.""",1,0,0,1,0,0
"5. ""You'll pay dearly for this.""",1,0,0,1,0,0
1. I'll break your bones if you don't shut up.,1,0,0,1,0,0
2. Watch your back or you might find yourself in the hospital.,1,0,0,1,0,0
3. I'll make sure you regret crossing me with a visit from my fists.,1,0,0,1,0,0
4. Keep talking and you'll be eating through a straw.,1,0,0,1,0,0
5. I'll make you wish you were never born if you don't back off.,1,0,0,1,0,0
"1. If you don't shut up, then I'll make sure you regret it.",1,0,0,1,0,0
"2. If you dare cross me, then you'll pay the price.",1,0,0,1,0,0
"3. If you keep pushing me, then you'll see what happens next.",1,0,0,1,0,0
"4. If you don't back off, then you'll have a problem on your hands.",1,0,0,1,0,0
"5. If you don't listen to me, then you'll face the consequences.",1,0,0,1,0,0
"1. ""You better watch your back, karma has a way of catching up.""",1,0,0,1,0,0
"2. ""I wouldn't want to be in your shoes if I were you.""",1,0,0,1,0,0
"3. ""You might want to think twice before crossing me again.""",1,0,0,1,0,0
"4. ""Hope you have good security measures in place.""",1,0,0,1,0,0
"5. ""Don't be surprised if something unexpected happens to you.""",1,0,0,1,0,0
"1. ""I'll hunt you down in every game you play until you rage quit.""",1,0,0,1,0,0
"2. ""I'll make sure you never win another match if you keep playing like that.""",1,0,0,1,0,0
"3. ""I'll hack your account and wipe out all your progress if you don't back off.""",1,0,0,1,0,0
"4. ""I'll make your gaming experience a living hell if you don't leave now.""",1,0,0,1,0,0
"5. ""I'll find out where you live and make sure you regret ever crossing me in-game.""",1,0,0,1,0,0
1. I'll make sure you regret crossing me.,1,0,0,1,0,0
"2. Watch your back, I'm coming for you.",1,0,0,1,0,0
"3. You won't see it coming, but you'll feel it.",1,0,0,1,0,0
4. I'll make sure you pay dearly for this.,1,0,0,1,0,0
5. I'll end you if you don't back off.,1,0,0,1,0,0
1. I'll break your bones if you don't shut up.,1,0,0,1,0,0
2. I'll make you regret ever crossing me.,1,0,0,1,0,0
3. I'll make sure you never walk again.,1,0,0,1,0,0
4. I'll punch your lights out.,1,0,0,1,0,0
5. I'll leave you in a pool of your own blood.,1,0,0,1,0,0
"1. If you don't shut up, then I'll make sure you regret it.",1,0,0,1,0,0
"2. If you cross me again, then you'll pay the price.",1,0,0,1,0,0
"3. If you don't do as I say, then you'll suffer the consequences.",1,0,0,1,0,0
"4. If you think you can get away with this, then you're sorely mistaken.",1,0,0,1,0,0
"5. If you don't watch your back, then you'll be sorry.",1,0,0,1,0,0
"1. ""You better watch your back, karma has a way of catching up.""",1,0,0,1,0,0
"2. ""I wouldn't want to be in your shoes if I were you.""",1,0,0,1,0,0
"3. ""Hope you have good insurance, accidents happen.""",1,0,0,1,0,0
"4. ""You never know who's watching and waiting.""",1,0,0,1,0,0
"5. ""Just remember, what goes around comes around.""",1,0,0,1,0,0
"1. ""I'll find out where you live and come for you, just wait.""",1,0,0,1,0,0
"2. ""I'll make sure you never play a game again, mark my words.""",1,0,0,1,0,0
"3. ""I'll make your gaming experience a living hell, watch out.""",1,0,0,1,0,0
"4. ""If you don't back off, I'll make sure you regret it.""",1,0,0,1,0,0
"5. ""I'll make sure you pay for beating me in this game.""",1,0,0,1,0,0
1. I'll make sure you regret crossing me.,1,0,0,1,0,0
"2. Watch your back, I'm not done with you yet.",1,0,0,1,0,0
"3. If you don't back off, you'll pay the price.",1,0,0,1,0,0
4. I'll make sure you suffer for what you've done.,1,0,0,1,0,0
5. Keep pushing me and you'll see what happens.,1,0,0,1,0,0
"1. ""I'll break every bone in your body.""",1,0,0,1,0,0
"2. ""I'll make sure you never walk again.""",1,0,0,1,0,0
"3. ""I'll leave you bloodied and broken.""",1,0,0,1,0,0
"4. ""I'll beat you within an inch of your life.""",1,0,0,1,0,0
"5. ""I'll make you regret ever crossing me.""",1,0,0,1,0,0
"- If you don't shut up, then I'll make sure you regret it.",1,0,0,1,0,0
"- If you keep talking trash, then I'll come after you.",1,0,0,1,0,0
"- If you don't back off, then I'll show you what real pain feels like.",1,0,0,1,0,0
"- If you cross me again, then I'll make sure you pay for it.",1,0,0,1,0,0
"""Watch your back, karma has a way of catching up.""",1,0,0,1,0,0
"""I hope nothing bad happens to you...""",1,0,0,1,0,0
"""You never know who's watching and waiting for their chance.""",1,0,0,1,0,0
"""Be careful, accidents happen all the time.""",1,0,0,1,0,0
"""Keep pushing me and see what happens.""",1,0,0,1,0,0
"""I'll wreck you so hard, you'll uninstall the game.""",1,0,0,1,0,0
"""If you don't back off, I'll make sure you never respawn again.""",1,0,0,1,0,0
"""Keep talking smack and I'll hunt you down in every game you play.""",1,0,0,1,0,0
"""I'll make you regret ever hitting that 'play' button.""",1,0,0,1,0,0
"""Cross me again and I'll make your gaming experience a living nightmare.""",1,0,0,1,0,0
1. I'll make sure you regret ever crossing me.,1,0,0,1,0,0
"2. Watch your back, because I'm coming for you.",1,0,0,1,0,0
3. You'll pay for this in ways you can't even imagine.,1,0,0,1,0,0
"4. If you don't back off, you'll suffer the consequences.",1,0,0,1,0,0
5. I'll make sure you never show your face around here again.,1,0,0,1,0,0
"""I'll make you regret being born.""",1,0,0,1,0,0
"""Watch your back, I'm coming for you.""",1,0,0,1,0,0
"""I'll make sure you never walk again.""",1,0,0,1,0,0
"""I'll beat you within an inch of your life.""",1,0,0,1,0,0
"If you don't stop talking, then I'll make sure you regret it.",1,0,0,1,0,0
"1. Watch your back, you never know who's waiting around the corner.",1,0,0,1,0,0
2. Hope nothing bad happens to you soon.,1,0,0,1,0,0
3. Keep pushing people's buttons and see what happens.,1,0,0,1,0,0
"4. Be careful, accidents can happen when you least expect them.",1,0,0,1,0,0
5. Don't be surprised if karma comes knocking on your door.,1,0,0,1,0,0
"1. ""I'll make sure you never play another game again.""",1,0,0,1,0,0
"2. ""Keep it up and I'll hack your account.""",1,0,0,1,0,0
"3. ""I'll find out where you live and pay you a visit.""",1,0,0,1,0,0
"4. ""You're gonna regret crossing me in this game.""",1,0,0,1,0,0
"5. ""I'll make sure you suffer for every match you ruin for me.""",1,0,0,1,0,0
"1. ""I'll make sure you regret crossing me.""",1,0,0,1,0,0
"2. ""Watch your back, I won't be so forgiving next time.""",1,0,0,1,0,0
"3. ""Keep it up and you'll see what happens.""",1,0,0,1,0,0
"4. ""I'll make sure you pay for this.""",1,0,0,1,0,0
"5. ""You better watch out, I'm not afraid to get my hands dirty.""",1,0,0,1,0,0
1. I hope you trip and break every bone in your body.,1,0,0,1,0,0
2. I'll make sure you regret ever crossing me.,1,0,0,1,0,0
"3. Watch your back, because I'm coming for you.",1,0,0,1,0,0
4. I'll make you wish you were never born.,1,0,0,1,0,0
5. You better pray you never run into me in person.,1,0,0,1,0,0
"""if you don't stop talking to my partner, then I will make sure you regret it.""",1,0,0,1,0,0
"1. ""You better watch your back, karma has a way of catching up with people like you.""",1,0,0,1,0,0
"2. ""I wouldn't want to be in your shoes when the truth comes out.""",1,0,0,1,0,0
"3. ""You never know who's watching and waiting for the right moment to strike.""",1,0,0,1,0,0
"4. ""I hope you sleep well at night, because you never know when someone might show up at your door.""",1,0,0,1,0,0
"5. ""Remember, what goes around comes around, and some debts can never be repaid.""",1,0,0,1,0,0
"1. ""I'll find out where you live and make sure you regret ever crossing me in-game.""",1,0,0,1,0,0
"2. ""Keep it up and I'll hack your account and wipe out all your progress.""",1,0,0,1,0,0
"3. ""You better watch your back because I'll make sure you never play another game again.""",1,0,0,1,0,0
"4. ""I'll make sure you pay for every kill you stole from me, I'll find you.""",1,0,0,1,0,0
"5. ""I'll make your gaming experience a living hell, just you wait.""",1,0,0,1,0,0
"1. ""I'll make sure you regret crossing me.""",1,0,0,1,0,0
"2. ""Watch your back, I'm coming for you.""",1,0,0,1,0,0
"3. ""You won't see it coming, but you'll feel it.""",1,0,0,1,0,0
"4. ""I'll make you pay for this, mark my words.""",1,0,0,1,0,0
"5. ""I'll destroy everything you care about.""",1,0,0,1,0,0
"""I'll make you regret ever crossing me.""",1,0,0,1,0,0
"""I'll put you in the hospital.""",1,0,0,1,0,0
"""I'll show you what pain really feels like.""",1,0,0,1,0,0
"""I'll leave you begging for mercy.""",1,0,0,1,0,0
"""I'll make sure you never walk again.""",1,0,0,1,0,0
"1. If you don't shut up, then I'll make sure you regret it.",1,0,0,1,0,0
"2. If you dare cross me, then you'll face the consequences.",1,0,0,1,0,0
"3. If you keep messing with me, then you'll see what happens.",1,0,0,1,0,0
"4. If you don't comply, then you'll suffer the consequences.",1,0,0,1,0,0
"5. If you don't back off, then you'll be sorry.",1,0,0,1,0,0
"1. Watch your back, karma has a way of catching up.",1,0,0,1,0,0
"2. Be careful, you never know who might be out to get you.",1,0,0,1,0,0
3. Hope nothing unfortunate happens to you in the near future.,1,0,0,1,0,0
4. Better sleep with one eye open from now on.,1,0,0,1,0,0
"5. Keep looking over your shoulder, you never know who's lurking.",1,0,0,1,0,0
"1. ""I'll hunt you down in every game you play until you rage quit for good.""",1,0,0,1,0,0
"2. ""Cross me again and I'll make sure you never respawn.""",1,0,0,1,0,0
"3. ""I'll make sure you get banned from every server you join.""",1,0,0,1,0,0
"4. ""Watch your back because I'll make your gaming experience a living hell.""",1,0,0,1,0,0
"5. ""Keep this up and I'll dox you and make your real life a nightmare.""",1,0,0,1,0,0
"1. ""I'll make sure you regret crossing me.""",1,0,0,1,0,0
"2. ""Watch your back, I'm coming for you.""",1,0,0,1,0,0
"3. ""You'll pay for this, mark my words.""",1,0,0,1,0,0
"4. ""I'll make your life a living hell.""",1,0,0,1,0,0
"5. ""You won't know what hit you when I'm done with you.""",1,0,0,1,0,0
"6. ""I'll destroy everything you hold dear.""",1,0,0,1,0,0
"7. ""You'll wish you never messed with me.""",1,0,0,1,0,0
"8. ""I'll show you what real pain feels like.""",1,0,0,1,0,0
"9. ""I'll hunt you down until you beg for mercy.""",1,0,0,1,0,0
"10. ""You're playing with fire, and I'll burn you to ashes.""",1,0,0,1,0,0
1. I'll break every bone in your body.,1,0,0,1,0,0
"2. Watch your back, I know where you live.",1,0,0,1,0,0
"3. You'll regret ever crossing me, I'll make sure of it.",1,0,0,1,0,0
4. I'll make you pay with blood.,1,0,0,1,0,0
5. I'll make sure you never walk again.,1,0,0,1,0,0
"If you don't shut up, I'll make sure you regret it.",1,0,0,1,0,0
1. Watch your back before it's too late.,1,0,0,1,0,0
2. Hope nothing bad happens to you soon.,1,0,0,1,0,0
3. You never know who's watching you.,1,0,0,1,0,0
"4. Be careful, accidents happen when you least expect them.",1,0,0,1,0,0
5. Sleep with one eye open.,1,0,0,1,0,0
"1. ""I'll hunt you down in every game until you rage quit for good.""",1,0,0,1,0,0
"2. ""I'll make sure you regret ever logging into this server.""",1,0,0,1,0,0
"3. ""Keep talking trash and I'll personally make your gaming life a living hell.""",1,0,0,1,0,0
"4. ""Cross me again and you'll never see the end of my vengeance in-game.""",1,0,0,1,0,0
"5. ""I have your IP address now, watch your back next time you log on.""",1,0,0,1,0,0
1. I'll make sure you regret crossing me.,1,0,0,1,0,0
"2. Watch your back, I'll find you.",1,0,0,1,0,0
3. Keep pushing me and you'll see what happens.,1,0,0,1,0,0
4. I'll make sure you pay for this.,1,0,0,1,0,0
5. You won't get away with this.,1,0,0,1,0,0
"""I'll break your bones if you don't shut up.""",1,0,0,1,0,0
"""I'll make you regret ever being born.""",1,0,0,1,0,0
"""I'll make sure you never see daylight again.""",1,0,0,1,0,0
"""I'll send you to the hospital with a few well-placed punches.""",1,0,0,1,0,0
"""I'll make you wish you were never born.""",1,0,0,1,0,0
"1. If you don't stop talking, then I'll make sure you regret it.",1,0,0,1,0,0
"2. If you don't do as I say, then you'll face the consequences.",1,0,0,1,0,0
"3. If you don't watch your back, then you'll see what happens.",1,0,0,1,0,0
"4. If you keep pushing me, then you'll wish you hadn't.",1,0,0,1,0,0
"5. If you don't back off, then you'll be sorry.",1,0,0,1,0,0
"1. Watch your back, you never know who's waiting in the shadows.",1,0,0,1,0,0
2. Hope you enjoy looking over your shoulder from now on.,1,0,0,1,0,0
"3. Be careful, accidents can happen when you least expect them.",1,0,0,1,0,0
"4. You might want to reconsider crossing me, things tend to go south for people who do.",1,0,0,1,0,0
"5. Just remember, karma has a way of settling scores on its own.",1,0,0,1,0,0
"1. ""I'll find out where you live and make sure you regret crossing me in this game.""",1,0,0,1,0,0
"2. ""Keep talking trash, and I'll make sure you never play another game online again.""",1,0,0,1,0,0
"3. ""I'll hunt you down in every match we play until you quit for good.""",1,0,0,1,0,0
"4. ""Watch your back, because I'll make your gaming experience a living hell.""",1,0,0,1,0,0
"5. ""Cross me again, and I'll make sure you regret it with a DDoS attack.""",1,0,0,1,0,0
"1. ""I'll make sure you regret ever crossing me.""",1,0,0,1,0,0
